gaussian1;gaussian2;gaussian3
[-inf:-0.27989998223554];0.429613015945747;-0.274003260934522
-0.0358402030235836;0.295879370508726;[0.344314501379481:0.430492862496574]
-0.37502037020942;[-inf:0.394867853777644];-0.243121220492339
-0.307941381807868;0.42721721410985;-0.304624753150324
-0.321067158887477;0.490465389974274;-0.251725076720852
-0.0450391648252207;0.314577405896511;0.348730782851421
-0.318378784446276;0.543534787763999;-0.201079566015859
-0.20224032816758;0.444348239238554;-0.262381342169061
-0.307300043415352;0.501015096396294;-0.334219382705535
-0.351619162293085;0.459211911369757;-0.267506743557922
-0.294687714676795;0.492936250036011;-0.333865975032574
-0.166941943839527;0.473973856077245;-0.273232656732367
-0.275455621221717;0.504301616708132;-0.226217923095845
-0.273579972625023;0.451568374317583;-0.140447799230375
-0.114177164487298;?;0.409844392322871
-0.2675753295109;0.485555454785121;-0.293168429540258
-0.244529094271427;0.450391312978841;[-0.270374092414702:-0.243470216218503]
[-inf:-0.306580899689499];0.460927073399214;[-inf:-0.162786883111849]
-0.0535409146557568;0.324323851190624;?
-0.338916757633712;0.538098033251609;-0.278252430052926
?;0.51388434323194;?
-0.226210943223664;0.567346981854608;[-inf:-0.216509268310157]
-0.330505343128577;[0.546733129694655:+inf];[-inf:-0.290697681112058]
-0.0218830636065966;0.325487544435853;0.447309078455031
[-0.303301744869511:-0.247455449577084];0.536057701598493;-0.237987553277343
-0.292317764073569;?;[-0.20742577120928:+inf]
-0.24443268909429;0.513231953081338;-0.184382800205062
-0.261698130703085;0.43615246178322;-0.198367590849311
[-0.288893991497159:-0.23617111278078];0.464473147813217;-0.26077436287396
[-0.286744762313806:-0.24986495980637];0.499466899143216;-0.297386565074518
-0.0664560362916658;[-inf:0.352375347032834];0.413578230161372
0.0323117069776489;0.301307615346001;0.426062254362836
-0.226773190468726;0.508549265140374;-0.277106257011403
-0.201363136578333;0.551770870916361;-0.258815082969405
-0.280854335264898;0.545234780894124;[-inf:-0.204693102323626]
-0.249175063377279;0.461163656436225;-0.298292560696113
-0.336879662116325;0.423347456352873;-0.331106163714282
?;[0.301784908884032:0.375854965968755];0.395063963766212
-0.239193219320253;[-inf:0.450673539869395];-0.230080888407962
-0.312560080739972;0.469943304918577;-0.223446272316016
-0.241504141888105;0.474088244792433;-0.303437401471947
-0.31697261602015;[-inf:0.470213349219572];-0.355184586609971
-0.310537257013;0.597472500235434;-0.369179776896899
[-0.0493161285210628:+inf];0.38089319920615;0.506201720500895
-0.262205466017848;0.474419404300575;-0.312207309217317
-0.300584342489924;0.445955057940639;[-0.302747076319026:+inf]
-0.169934226052692;0.487842279841997;-0.319372897597633
-0.267861458052693;0.550748328980398;[-inf:-0.327688813538306]
-0.32947903784483;0.523266627153875;[-0.289114574503339:+inf]
-0.311916177725242;[0.448553462933927:+inf];-0.320561585228439
[-0.289290344335786:+inf];0.509213730257836;-0.311228145489651
-0.256400392270392;[0.477731453681234:0.499266908230899];-0.287394346992166
-0.24541608210492;[0.463551756815936:+inf];-0.2876162125252
